,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
9904,2015,92371,16,39.0,0-17,San Bernardino
9905,2015,92373,34,54.6,0-17,San Bernardino
9906,2015,92374,87,86.6,0-17,San Bernardino
9907,2015,92376,266,107.9,0-17,San Bernardino
9908,2015,92377,38,74.4,0-17,San Bernardino
9909,2015,92392,192,115.8,0-17,San Bernardino
9910,2015,92394,124,112.2,0-17,San Bernardino
9911,2015,92395,157,123.3,0-17,San Bernardino
9912,2015,92399,65,51.0,0-17,San Bernardino
9913,2015,92404,267,140.8,0-17,San Bernardino
9914,2015,92405,123,131.5,0-17,San Bernardino
9915,2015,92407,181,109.5,0-17,San Bernardino
9916,2015,92408,43,95.2,0-17,San Bernardino
9917,2015,92410,204,119.9,0-17,San Bernardino
9918,2015,92411,165,182.5,0-17,San Bernardino
9919,2015,92501,51,100.5,0-17,Riverside
9920,2015,92503,189,74.9,0-17,Riverside
9921,2015,92504,103,76.0,0-17,Riverside
9922,2015,92505,119,91.9,0-17,Riverside
9923,2015,92506,44,49.4,0-17,Riverside
9924,2015,92507,135,111.2,0-17,Riverside
9925,2015,92508,29,31.2,0-17,Riverside
9926,2015,92509,185,81.1,0-17,Riverside
9927,2015,92530,101,57.0,0-17,Riverside
9928,2015,92532,38,147.6,0-17,Riverside
9929,2015,92543,78,92.4,0-17,Riverside
9930,2015,92544,102,87.0,0-17,Riverside
9931,2015,92545,71,73.0,0-17,Riverside
9932,2015,92548,12,60.6,0-17,Riverside
9933,2015,92551,82,82.0,0-17,Riverside
9934,2015,92553,191,80.6,0-17,Riverside
9935,2015,92555,85,85.2,0-17,Riverside
9936,2015,92557,106,74.0,0-17,Riverside
9937,2015,92562,77,48.8,0-17,Riverside
9938,2015,92563,73,39.0,0-17,Riverside
9939,2015,92570,93,54.7,0-17,Riverside
9940,2015,92571,111,59.5,0-17,Riverside
9941,2015,92582,60,109.2,0-17,Riverside
9942,2015,92583,102,118.3,0-17,Riverside
9943,2015,92584,54,45.2,0-17,Riverside
9944,2015,92585,35,67.1,0-17,Riverside
9945,2015,92586,16,62.9,0-17,Riverside
9946,2015,92587,24,35.5,0-17,Riverside
9947,2015,92591,41,38.4,0-17,Riverside
9948,2015,92592,85,39.4,0-17,Riverside
9949,2015,92595,37,44.6,0-17,Riverside
9950,2015,92596,43,49.9,0-17,Riverside
9951,2015,92602,24,36.4,0-17,Orange
9952,2015,92603,13,35.3,0-17,Orange
9953,2015,92604,34,67.0,0-17,Orange
9954,2015,92606,18,32.3,0-17,Orange
9955,2015,92614,24,55.4,0-17,Orange
9956,2015,92618,22,33.8,0-17,Orange
9957,2015,92620,37,35.4,0-17,Orange
9958,2015,92626,60,61.4,0-17,Orange
9959,2015,92627,87,61.5,0-17,Orange
9960,2015,92629,12,28.2,0-17,Orange
9961,2015,92630,37,28.0,0-17,Orange
9962,2015,92646,44,44.3,0-17,Orange
9963,2015,92647,69,50.3,0-17,Orange
9964,2015,92648,39,49.7,0-17,Orange
9965,2015,92649,20,42.5,0-17,Orange
9966,2015,92653,20,34.2,0-17,Orange
9967,2015,92655,16,107.2,0-17,Orange
9968,2015,92656,49,39.2,0-17,Orange
9969,2015,92660,13,32.0,0-17,Orange
9970,2015,92672,28,34.6,0-17,Orange
9971,2015,92673,25,29.9,0-17,Orange
9972,2015,92675,25,27.4,0-17,Orange
9973,2015,92677,28,21.7,0-17,Orange
9974,2015,92679,13,15.1,0-17,Orange
9975,2015,92683,135,65.3,0-17,Orange
9976,2015,92688,27,25.6,0-17,Orange
9977,2015,92691,22,23.1,0-17,Orange
9978,2015,92692,32,30.8,0-17,Orange
9979,2015,92694,22,22.9,0-17,Orange
9980,2015,92701,137,76.2,0-17,Orange
9981,2015,92703,194,140.5,0-17,Orange
9982,2015,92704,211,84.2,0-17,Orange
9983,2015,92705,57,144.8,0-17,Orange
9984,2015,92706,86,47.0,0-17,Orange
9985,2015,92707,198,109.1,0-17,Orange
9986,2015,92708,45,44.0,0-17,Orange
9987,2015,92780,113,56.5,0-17,Orange
9988,2015,92782,29,61.1,0-17,Orange
9989,2015,92801,147,82.3,0-17,Orange
9990,2015,92802,108,87.6,0-17,Orange
9991,2015,92804,174,77.3,0-17,Orange
9992,2015,92805,198,88.8,0-17,Orange
9993,2015,92806,75,77.3,0-17,Orange
9994,2015,92807,26,36.3,0-17,Orange
9995,2015,92808,14,29.1,0-17,Orange
9996,2015,92821,35,42.9,0-17,Orange
9997,2015,92831,63,95.8,0-17,Orange
9998,2015,92832,63,101.1,0-17,Orange
9999,2015,92833,75,58.6,0-17,Orange
10000,2015,92835,27,55.1,0-17,Orange
10001,2015,92840,97,70.4,0-17,Orange
10002,2015,92841,47,56.5,0-17,Orange
10003,2015,92843,107,85.1,0-17,Orange
10004,2015,92844,39,64.9,0-17,Orange
10005,2015,92845,14,44.9,0-17,Orange
10006,2015,92860,13,27.1,0-17,Riverside
10007,2015,92865,29,64.2,0-17,Orange
10008,2015,92866,31,93.6,0-17,Orange
10009,2015,92867,55,50.9,0-17,Orange
10010,2015,92868,54,58.8,0-17,Orange
10011,2015,92869,43,49.8,0-17,Orange
10012,2015,92870,77,64.0,0-17,Orange
10013,2015,92879,73,56.9,0-17,Riverside
10014,2015,92880,95,44.4,0-17,Riverside
10015,2015,92881,32,38.6,0-17,Riverside
10016,2015,92882,84,42.5,0-17,Riverside
10017,2015,92883,27,30.9,0-17,Riverside
10018,2015,92886,42,41.0,0-17,Orange
10019,2015,92887,28,73.9,0-17,Orange
10020,2015,93001,42,63.0,0-17,Ventura
10021,2015,93003,70,63.8,0-17,Ventura
10022,2015,93004,50,79.7,0-17,Ventura
10023,2015,93010,63,70.3,0-17,Ventura
10024,2015,93012,12,15.0,0-17,Ventura
10026,2015,93015,42,81.2,0-17,Ventura
10027,2015,93021,42,45.1,0-17,Ventura
10028,2015,93023,13,32.5,0-17,Ventura
10029,2015,93030,171,84.9,0-17,Ventura
10030,2015,93033,217,79.8,0-17,Ventura
10031,2015,93035,36,65.5,0-17,Ventura
10032,2015,93036,94,69.7,0-17,Ventura
10033,2015,93041,41,98.6,0-17,Ventura
10034,2015,93060,72,74.1,0-17,Ventura
10035,2015,93063,71,59.7,0-17,Ventura
10036,2015,93065,99,56.7,0-17,Ventura
10099,2015,93534,212,190.2,0-17,Los Angeles
10100,2015,93535,401,174.0,0-17,Los Angeles
10101,2015,93536,151,89.4,0-17,Los Angeles
10102,2015,93543,46,130.8,0-17,Los Angeles
10104,2015,93550,443,179.3,0-17,Los Angeles
10105,2015,93551,97,76.6,0-17,Los Angeles
10106,2015,93552,135,111.0,0-17,Los Angeles
10110,2015,93591,28,126.5,0-17,Los Angeles
10488,2015,90001,229,63.0,18+,Los Angeles
10489,2015,90002,249,79.5,18+,Los Angeles
10490,2015,90003,385,90.8,18+,Los Angeles
10491,2015,90004,150,32.3,18+,Los Angeles
10492,2015,90005,68,14.2,18+,Los Angeles
10493,2015,90006,153,34.0,18+,Los Angeles
10494,2015,90007,105,36.9,18+,Los Angeles
10495,2015,90008,243,104.2,18+,Los Angeles
10496,2015,90011,282,48.0,18+,Los Angeles
10497,2015,90012,44,14.3,18+,Los Angeles
10498,2015,90013,118,87.0,18+,Los Angeles
10499,2015,90014,76,91.2,18+,Los Angeles
10500,2015,90015,81,55.2,18+,Los Angeles
10501,2015,90016,207,57.2,18+,Los Angeles
10502,2015,90017,140,79.3,18+,Los Angeles
10503,2015,90018,214,51.6,18+,Los Angeles
10504,2015,90019,216,39.7,18+,Los Angeles
10505,2015,90020,60,38.1,18+,Los Angeles
10506,2015,90021,46,148.3,18+,Los Angeles
10507,2015,90022,278,60.3,18+,Los Angeles
10508,2015,90023,172,60.3,18+,Los Angeles
10509,2015,90024,48,15.4,18+,Los Angeles
10510,2015,90025,57,15.0,18+,Los Angeles
10511,2015,90026,161,28.3,18+,Los Angeles
10512,2015,90027,128,31.7,18+,Los Angeles
10513,2015,90028,126,47.4,18+,Los Angeles
10514,2015,90029,140,41.0,18+,Los Angeles
10515,2015,90031,106,36.5,18+,Los Angeles
10516,2015,90032,141,42.2,18+,Los Angeles
10517,2015,90033,207,60.1,18+,Los Angeles
10518,2015,90034,118,25.5,18+,Los Angeles
10519,2015,90035,66,31.3,18+,Los Angeles
10520,2015,90036,70,24.5,18+,Los Angeles
10521,2015,90037,294,68.0,18+,Los Angeles
10522,2015,90038,74,29.8,18+,Los Angeles
10523,2015,90039,60,22.9,18+,Los Angeles
10524,2015,90040,33,36.2,18+,Los Angeles
10525,2015,90041,61,26.5,18+,Los Angeles
10526,2015,90042,188,40.8,18+,Los Angeles
10527,2015,90043,326,94.8,18+,Los Angeles
10528,2015,90044,528,82.4,18+,Los Angeles
10529,2015,90045,52,16.4,18+,Los Angeles
10530,2015,90046,88,20.0,18+,Los Angeles
10531,2015,90047,416,106.6,18+,Los Angeles
10532,2015,90048,34,16.7,18+,Los Angeles
10533,2015,90049,33,11.2,18+,Los Angeles
10534,2015,90056,32,67.1,18+,Los Angeles
10535,2015,90057,149,46.2,18+,Los Angeles
10536,2015,90058,14,54.7,18+,Los Angeles
10537,2015,90059,269,95.3,18+,Los Angeles
10538,2015,90061,164,87.1,18+,Los Angeles
10539,2015,90062,233,99.3,18+,Los Angeles
10540,2015,90063,151,39.2,18+,Los Angeles
10541,2015,90064,41,19.5,18+,Los Angeles
10542,2015,90065,159,43.6,18+,Los Angeles
10543,2015,90066,119,26.9,18+,Los Angeles
10544,2015,90068,29,14.0,18+,Los Angeles
10545,2015,90069,29,13.5,18+,Los Angeles
10546,2015,90201,267,40.4,18+,Los Angeles
10547,2015,90210,22,13.8,18+,Los Angeles
10548,2015,90211,18,24.4,18+,Los Angeles
10549,2015,90212,27,26.4,18+,Los Angeles
10550,2015,90220,350,99.6,18+,Los Angeles
10551,2015,90221,260,69.4,18+,Los Angeles
10552,2015,90222,195,89.6,18+,Los Angeles
10553,2015,90230,80,30.2,18+,Los Angeles
10554,2015,90232,32,24.2,18+,Los Angeles
10555,2015,90240,40,18.9,18+,Los Angeles
10556,2015,90241,101,31.8,18+,Los Angeles
10557,2015,90242,129,37.6,18+,Los Angeles
10558,2015,90245,21,18.8,18+,Los Angeles
10559,2015,90247,212,59.5,18+,Los Angeles
10560,2015,90248,26,29.0,18+,Los Angeles
10561,2015,90249,132,62.4,18+,Los Angeles
10562,2015,90250,360,49.6,18+,Los Angeles
10563,2015,90254,17,9.1,18+,Los Angeles
10564,2015,90255,218,43.9,18+,Los Angeles
10565,2015,90260,87,33.4,18+,Los Angeles
10566,2015,90262,228,47.7,18+,Los Angeles
10567,2015,90265,17,9.7,18+,Los Angeles
10568,2015,90266,23,8.5,18+,Los Angeles
10569,2015,90270,76,45.9,18+,Los Angeles
10570,2015,90272,16,7.8,18+,Los Angeles
10571,2015,90274,23,8.2,18+,Los Angeles
10572,2015,90275,20,10.6,18+,Los Angeles
10573,2015,90277,44,15.5,18+,Los Angeles
10574,2015,90278,43,14.0,18+,Los Angeles
10575,2015,90280,207,32.8,18+,Los Angeles
10576,2015,90291,64,24.0,18+,Los Angeles
10577,2015,90292,26,13.7,18+,Los Angeles
10578,2015,90293,18,16.6,18+,Los Angeles
10579,2015,90301,212,71.2,18+,Los Angeles
10580,2015,90302,188,80.8,18+,Los Angeles
10581,2015,90303,115,67.7,18+,Los Angeles
10582,2015,90304,81,39.4,18+,Los Angeles
10583,2015,90305,82,92.6,18+,Los Angeles
10584,2015,90401,30,45.0,18+,Los Angeles
10585,2015,90403,40,16.8,18+,Los Angeles
10586,2015,90404,86,41.2,18+,Los Angeles
10587,2015,90405,38,15.5,18+,Los Angeles
10588,2015,90501,117,36.2,18+,Los Angeles
10589,2015,90502,45,31.3,18+,Los Angeles
10590,2015,90503,60,17.1,18+,Los Angeles
10591,2015,90504,69,27.2,18+,Los Angeles
10592,2015,90505,49,16.4,18+,Los Angeles
10593,2015,90601,91,45.8,18+,Los Angeles
10594,2015,90602,105,57.4,18+,Los Angeles
10595,2015,90603,62,36.0,18+,Los Angeles
10596,2015,90604,117,37.4,18+,Los Angeles
10597,2015,90605,101,33.9,18+,Los Angeles
10598,2015,90606,75,31.7,18+,Los Angeles
10599,2015,90620,120,33.5,18+,Orange
10600,2015,90621,104,43.8,18+,Orange
10601,2015,90623,18,15.3,18+,Orange
10602,2015,90630,88,23.6,18+,Orange
10603,2015,90631,169,31.4,18+,Orange
10604,2015,90638,116,28.7,18+,Los Angeles
10605,2015,90640,177,37.9,18+,Los Angeles
10606,2015,90650,320,39.9,18+,Los Angeles
10607,2015,90660,188,39.4,18+,Los Angeles
10608,2015,90670,52,45.0,18+,Los Angeles
10609,2015,90680,90,43.0,18+,Orange
10610,2015,90701,26,18.4,18+,Los Angeles
10611,2015,90703,95,26.6,18+,Los Angeles
10612,2015,90706,221,38.6,18+,Los Angeles
10613,2015,90710,65,31.3,18+,Los Angeles
10614,2015,90712,335,162.1,18+,Los Angeles
10615,2015,90713,54,24.6,18+,Los Angeles
10616,2015,90715,57,33.8,18+,Los Angeles
10617,2015,90716,49,48.2,18+,Los Angeles
10618,2015,90717,63,37.1,18+,Los Angeles
10619,2015,90720,40,24.8,18+,Orange
10620,2015,90723,154,41.1,18+,Los Angeles
10621,2015,90731,354,76.8,18+,Los Angeles
10622,2015,90732,45,35.2,18+,Los Angeles
10623,2015,90740,31,17.1,18+,Orange
10624,2015,90744,207,53.3,18+,Los Angeles
10625,2015,90745,146,33.4,18+,Los Angeles
10626,2015,90746,97,50.6,18+,Los Angeles
10627,2015,90755,28,33.8,18+,Los Angeles
10628,2015,90802,220,59.6,18+,Los Angeles
10629,2015,90803,34,12.1,18+,Los Angeles
10630,2015,90804,222,75.9,18+,Los Angeles
10631,2015,90805,487,72.3,18+,Los Angeles
10632,2015,90806,260,87.1,18+,Los Angeles
10633,2015,90807,68,26.7,18+,Los Angeles
10634,2015,90808,79,27.9,18+,Los Angeles
10635,2015,90810,155,59.3,18+,Los Angeles
10636,2015,90813,533,130.7,18+,Los Angeles
10637,2015,90814,39,25.8,18+,Los Angeles
10638,2015,90815,60,17.7,18+,Los Angeles
10639,2015,91001,82,29.2,18+,Los Angeles
10640,2015,91006,39,14.4,18+,Los Angeles
10641,2015,91007,38,15.2,18+,Los Angeles
10642,2015,91010,73,34.9,18+,Los Angeles
10643,2015,91011,18,15.3,18+,Los Angeles
10644,2015,91016,93,30.8,18+,Los Angeles
10645,2015,91020,13,21.2,18+,Los Angeles
10646,2015,91024,15,15.1,18+,Los Angeles
10647,2015,91030,33,17.6,18+,Los Angeles
10648,2015,91040,51,29.8,18+,Los Angeles
10649,2015,91042,50,23.7,18+,Los Angeles
10650,2015,91101,26,18.6,18+,Los Angeles
10651,2015,91103,99,46.5,18+,Los Angeles
10652,2015,91104,77,26.6,18+,Los Angeles
10653,2015,91105,16,12.9,18+,Los Angeles
10654,2015,91106,35,17.1,18+,Los Angeles
10655,2015,91107,49,18.3,18+,Los Angeles
10656,2015,91201,46,25.8,18+,Los Angeles
10657,2015,91202,44,19.9,18+,Los Angeles
10658,2015,91203,54,45.2,18+,Los Angeles
10659,2015,91204,71,49.2,18+,Los Angeles
10660,2015,91205,124,36.8,18+,Los Angeles
10661,2015,91206,90,30.7,18+,Los Angeles
10662,2015,91207,15,21.5,18+,Los Angeles
10663,2015,91208,12,9.1,18+,Los Angeles
10664,2015,91214,67,32.4,18+,Los Angeles
10665,2015,91301,28,13.7,18+,Los Angeles
10666,2015,91302,31,15.2,18+,Los Angeles
10667,2015,91303,136,64.1,18+,Los Angeles
10668,2015,91304,163,42.6,18+,Los Angeles
10669,2015,91306,163,45.5,18+,Los Angeles
10670,2015,91307,71,35.1,18+,Los Angeles
10671,2015,91311,74,27.1,18+,Los Angeles
10672,2015,91316,109,51.2,18+,Los Angeles
10673,2015,91320,48,14.8,18+,Ventura
10674,2015,91321,108,40.1,18+,Los Angeles
10675,2015,91324,100,44.8,18+,Los Angeles
10676,2015,91325,114,46.1,18+,Los Angeles
10677,2015,91326,44,16.0,18+,Los Angeles
10678,2015,91331,460,62.3,18+,Los Angeles
10679,2015,91335,320,53.9,18+,Los Angeles
10680,2015,91340,160,62.2,18+,Los Angeles
10681,2015,91342,291,43.4,18+,Los Angeles
10682,2015,91343,258,57.3,18+,Los Angeles
10683,2015,91344,139,35.1,18+,Los Angeles
10684,2015,91345,55,38.7,18+,Los Angeles
10685,2015,91350,70,24.5,18+,Los Angeles
10686,2015,91351,96,44.4,18+,Los Angeles
10687,2015,91352,210,58.2,18+,Los Angeles
10688,2015,91354,40,14.6,18+,Los Angeles
10689,2015,91355,67,25.3,18+,Los Angeles
10690,2015,91356,96,40.3,18+,Los Angeles
10691,2015,91360,55,15.0,18+,Ventura
10692,2015,91361,15,8.9,18+,Ventura
10693,2015,91362,52,20.0,18+,Ventura
10694,2015,91364,47,22.9,18+,Los Angeles
10695,2015,91367,110,30.5,18+,Los Angeles
10696,2015,91381,15,10.6,18+,Los Angeles
10697,2015,91384,41,24.9,18+,Los Angeles
10698,2015,91387,143,43.8,18+,Los Angeles
10699,2015,91390,13,11.8,18+,Los Angeles
10700,2015,91401,128,38.8,18+,Los Angeles
10701,2015,91402,368,70.4,18+,Los Angeles
10702,2015,91403,62,40.8,18+,Los Angeles
10703,2015,91405,261,68.1,18+,Los Angeles
10704,2015,91406,203,48.6,18+,Los Angeles
10705,2015,91411,125,61.8,18+,Los Angeles
10706,2015,91423,62,25.3,18+,Los Angeles
10707,2015,91436,27,23.1,18+,Los Angeles
10708,2015,91501,55,29.8,18+,Los Angeles
10709,2015,91502,22,21.5,18+,Los Angeles
10710,2015,91504,49,23.5,18+,Los Angeles
10711,2015,91505,67,25.7,18+,Los Angeles
10712,2015,91506,40,27.5,18+,Los Angeles
10713,2015,91601,143,43.9,18+,Los Angeles
10714,2015,91602,32,24.7,18+,Los Angeles
10715,2015,91604,40,16.5,18+,Los Angeles
10716,2015,91605,260,62.4,18+,Los Angeles
10717,2015,91606,169,50.9,18+,Los Angeles
10718,2015,91607,96,39.9,18+,Los Angeles
10719,2015,91701,80,27.1,18+,San Bernardino
10720,2015,91702,192,41.3,18+,Los Angeles
10721,2015,91706,225,42.3,18+,Los Angeles
10722,2015,91708,14,39.2,18+,San Bernardino
10723,2015,91709,106,19.2,18+,San Bernardino
10724,2015,91710,165,26.9,18+,San Bernardino
10725,2015,91711,52,17.1,18+,Los Angeles
10726,2015,91722,100,34.7,18+,Los Angeles
10727,2015,91723,58,41.5,18+,Los Angeles
10728,2015,91724,72,35.6,18+,Los Angeles
10729,2015,91730,169,33.0,18+,San Bernardino
10730,2015,91731,85,37.8,18+,Los Angeles
10731,2015,91732,231,48.5,18+,Los Angeles
10732,2015,91733,124,37.7,18+,Los Angeles
10733,2015,91737,34,19.8,18+,San Bernardino
10734,2015,91739,53,19.3,18+,San Bernardino
10735,2015,91740,69,35.4,18+,Los Angeles
10736,2015,91741,49,24.3,18+,Los Angeles
10737,2015,91744,296,49.8,18+,Los Angeles
10738,2015,91745,125,28.2,18+,Los Angeles
10739,2015,91746,74,33.4,18+,Los Angeles
10740,2015,91748,69,16.2,18+,Los Angeles
10741,2015,91750,65,26.9,18+,Los Angeles
10742,2015,91752,85,40.2,18+,Riverside
10743,2015,91754,63,21.6,18+,Los Angeles
10744,2015,91755,32,14.0,18+,Los Angeles
10745,2015,91761,123,28.3,18+,San Bernardino
10746,2015,91762,224,56.7,18+,San Bernardino
10747,2015,91763,136,45.3,18+,San Bernardino
10748,2015,91764,187,47.1,18+,San Bernardino
10749,2015,91765,64,17.2,18+,Los Angeles
10750,2015,91766,271,51.9,18+,Los Angeles
10751,2015,91767,240,70.3,18+,Los Angeles
10752,2015,91768,111,47.1,18+,Los Angeles
10753,2015,91770,118,22.9,18+,Los Angeles
10754,2015,91773,86,30.9,18+,Los Angeles
10755,2015,91775,33,17.0,18+,Los Angeles
10756,2015,91776,67,21.5,18+,Los Angeles
10757,2015,91780,44,14.5,18+,Los Angeles
10758,2015,91784,30,16.3,18+,San Bernardino
10759,2015,91786,183,44.6,18+,San Bernardino
10760,2015,91789,56,13.7,18+,Los Angeles
10761,2015,91790,120,35.0,18+,Los Angeles
10762,2015,91791,80,31.0,18+,Los Angeles
10763,2015,91792,81,34.1,18+,Los Angeles
10764,2015,91801,128,29.7,18+,Los Angeles
10765,2015,91803,51,20.4,18+,Los Angeles
10766,2015,91901,23,12.1,18+,San Diego
10767,2015,91902,24,18.9,18+,San Diego
10768,2015,91910,226,38.3,18+,San Diego
10769,2015,91911,290,47.2,18+,San Diego
10770,2015,91913,50,16.4,18+,San Diego
10771,2015,91915,23,10.1,18+,San Diego
10772,2015,91932,114,60.8,18+,San Diego
10773,2015,91941,66,25.3,18+,San Diego
10774,2015,91942,95,33.6,18+,San Diego
10775,2015,91945,111,61.2,18+,San Diego
10776,2015,91950,288,65.5,18+,San Diego
10777,2015,91977,174,38.7,18+,San Diego
10778,2015,91978,21,31.3,18+,San Diego
10779,2015,92007,15,17.1,18+,San Diego
10780,2015,92008,32,14.5,18+,San Diego
10781,2015,92009,23,6.4,18+,San Diego
10782,2015,92010,14,14.5,18+,San Diego
10783,2015,92011,15,10.6,18+,San Diego
10784,2015,92019,102,26.0,18+,San Diego
10785,2015,92020,227,49.9,18+,San Diego
10786,2015,92021,218,58.8,18+,San Diego
10787,2015,92024,44,13.0,18+,San Diego
10788,2015,92025,126,35.8,18+,San Diego
10789,2015,92026,100,24.7,18+,San Diego
10790,2015,92027,111,28.6,18+,San Diego
10791,2015,92028,57,16.6,18+,San Diego
10792,2015,92029,12,7.3,18+,San Diego
10793,2015,92037,32,7.9,18+,San Diego
10794,2015,92040,89,28.4,18+,San Diego
10795,2015,92054,72,24.9,18+,San Diego
10796,2015,92056,113,28.9,18+,San Diego
10797,2015,92057,68,11.9,18+,San Diego
10798,2015,92058,87,60.1,18+,San Diego
10799,2015,92061,14,55.9,18+,San Diego
10800,2015,92064,42,11.4,18+,San Diego
10801,2015,92065,47,16.6,18+,San Diego
10802,2015,92069,52,14.9,18+,San Diego
10803,2015,92071,125,28.8,18+,San Diego
10804,2015,92078,40,10.9,18+,San Diego
10805,2015,92081,63,28.3,18+,San Diego
10806,2015,92082,31,22.2,18+,San Diego
10807,2015,92083,84,31.2,18+,San Diego
10808,2015,92084,103,28.2,18+,San Diego
10809,2015,92101,187,52.9,18+,San Diego
10810,2015,92102,182,58.8,18+,San Diego
10811,2015,92103,120,53.5,18+,San Diego
10812,2015,92104,159,39.7,18+,San Diego
10813,2015,92105,249,50.3,18+,San Diego
10814,2015,92106,30,20.4,18+,San Diego
10815,2015,92107,36,13.0,18+,San Diego
10816,2015,92108,38,16.3,18+,San Diego
10817,2015,92109,47,11.6,18+,San Diego
10818,2015,92110,65,35.5,18+,San Diego
10819,2015,92111,94,23.0,18+,San Diego
10820,2015,92113,259,75.9,18+,San Diego
10821,2015,92114,378,76.9,18+,San Diego
10822,2015,92115,193,42.2,18+,San Diego
10823,2015,92116,75,26.2,18+,San Diego
10824,2015,92117,111,27.1,18+,San Diego
10825,2015,92118,23,14.0,18+,San Diego
10826,2015,92119,41,23.0,18+,San Diego
10827,2015,92120,57,24.8,18+,San Diego
10828,2015,92122,37,12.6,18+,San Diego
10829,2015,92123,59,36.6,18+,San Diego
10830,2015,92124,35,21.8,18+,San Diego
10831,2015,92126,108,23.1,18+,San Diego
10832,2015,92127,33,12.6,18+,San Diego
10833,2015,92128,55,14.5,18+,San Diego
10834,2015,92129,69,18.2,18+,San Diego
10835,2015,92130,29,5.4,18+,San Diego
10836,2015,92131,31,11.3,18+,San Diego
10837,2015,92139,100,37.9,18+,San Diego
10838,2015,92154,181,30.3,18+,San Diego
10839,2015,92173,75,35.8,18+,San Diego
10840,2015,92201,194,44.3,18+,Riverside
10841,2015,92203,59,28.6,18+,Riverside
10842,2015,92211,41,42.3,18+,Riverside
10843,2015,92220,129,61.6,18+,Riverside
10844,2015,92223,124,34.7,18+,Riverside
10845,2015,92225,89,45.2,18+,Riverside
10847,2015,92230,12,51.7,18+,Riverside
10850,2015,92234,113,32.0,18+,Riverside
10851,2015,92236,145,59.0,18+,Riverside
10852,2015,92240,143,58.0,18+,Riverside
10853,2015,92241,15,23.3,18+,Riverside
10858,2015,92252,33,45.4,18+,San Bernardino
10859,2015,92253,65,23.4,18+,Riverside
10861,2015,92260,28,13.7,18+,Riverside
10862,2015,92262,94,49.4,18+,Riverside
10863,2015,92264,34,32.0,18+,Riverside
10864,2015,92270,19,13.4,18+,Riverside
10865,2015,92274,31,17.5,18+,Riverside
10866,2015,92277,53,33.1,18+,San Bernardino
10867,2015,92284,71,39.5,18+,San Bernardino
10868,2015,92301,215,95.3,18+,San Bernardino
10869,2015,92307,252,88.4,18+,San Bernardino
10870,2015,92308,170,56.0,18+,San Bernardino
10871,2015,92311,408,200.6,18+,San Bernardino
10872,2015,92313,20,24.5,18+,San Bernardino
10873,2015,92314,29,35.8,18+,San Bernardino
10874,2015,92315,22,76.2,18+,San Bernardino
10875,2015,92316,134,58.7,18+,San Bernardino
10876,2015,92320,25,37.0,18+,Riverside
10877,2015,92324,190,46.3,18+,San Bernardino
10878,2015,92325,50,88.8,18+,San Bernardino
10879,2015,92335,340,49.8,18+,San Bernardino
10880,2015,92336,186,29.6,18+,San Bernardino
10881,2015,92337,82,32.3,18+,San Bernardino
10882,2015,92342,26,62.6,18+,San Bernardino
10883,2015,92344,47,32.8,18+,San Bernardino
10884,2015,92345,395,73.5,18+,San Bernardino
10885,2015,92346,139,32.3,18+,San Bernardino
10886,2015,92354,41,24.7,18+,San Bernardino
10887,2015,92356,53,88.0,18+,San Bernardino
10888,2015,92359,21,30.9,18+,San Bernardino
10889,2015,92363,51,129.9,18+,San Bernardino
10890,2015,92371,72,52.7,18+,San Bernardino
10891,2015,92372,16,54.4,18+,San Bernardino
10892,2015,92373,63,27.4,18+,San Bernardino
10893,2015,92374,111,32.7,18+,San Bernardino
10894,2015,92376,341,61.4,18+,San Bernardino
10895,2015,92377,74,44.5,18+,San Bernardino
10896,2015,92392,246,65.1,18+,San Bernardino
10897,2015,92394,169,62.1,18+,San Bernardino
10898,2015,92395,289,93.9,18+,San Bernardino
10899,2015,92399,107,25.9,18+,San Bernardino
10900,2015,92404,428,102.5,18+,San Bernardino
10901,2015,92405,182,81.5,18+,San Bernardino
10902,2015,92407,246,64.2,18+,San Bernardino
10903,2015,92408,67,62.8,18+,San Bernardino
10904,2015,92410,301,96.0,18+,San Bernardino
10905,2015,92411,218,122.7,18+,San Bernardino
10906,2015,92501,137,87.3,18+,Riverside
10907,2015,92503,258,39.6,18+,Riverside
10908,2015,92504,208,49.5,18+,Riverside
10909,2015,92505,152,43.5,18+,Riverside
10910,2015,92506,101,30.9,18+,Riverside
10911,2015,92507,207,55.3,18+,Riverside
10912,2015,92508,46,18.7,18+,Riverside
10913,2015,92509,231,40.5,18+,Riverside
10914,2015,92530,182,41.6,18+,Riverside
10915,2015,92532,61,98.5,18+,Riverside
10916,2015,92543,231,107.1,18+,Riverside
10917,2015,92544,144,41.7,18+,Riverside
10918,2015,92545,138,48.3,18+,Riverside
10919,2015,92548,34,56.4,18+,Riverside
10920,2015,92551,114,50.8,18+,Riverside
10921,2015,92553,299,58.7,18+,Riverside
10922,2015,92555,109,44.8,18+,Riverside
10923,2015,92557,123,28.0,18+,Riverside
10924,2015,92562,119,24.9,18+,Riverside
10925,2015,92563,127,28.1,18+,Riverside
10926,2015,92567,20,31.1,18+,Riverside
10927,2015,92570,176,44.1,18+,Riverside
10928,2015,92571,141,37.6,18+,Riverside
10929,2015,92582,35,30.2,18+,Riverside
